"id","model_id","rxn_id","rxn_name","equation","subsystem","gpr","genes","reactants_stoichiometry","products_stoichiometry","reactants_ids","products_ids","lower_bound","upper_bound","objective_coefficient","flux_units","fixed","free","reversibility","weight","used_","comment_"
638,"140407_iDM2014","EX_fum_LPAREN_e_RPAREN_",NULL,"fum_e --> ","","","{}","{-1}","{}","{fum_e}","{}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
639,"140407_iDM2014","EX_h_LPAREN_e_RPAREN_",NULL,"h_e --> ","","","{}","{-1}","{}","{h_e}","{}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
640,"140407_iDM2014","EX_h2o_LPAREN_e_RPAREN_",NULL,"h2o_e --> ","","","{}","{-1}","{}","{h2o_e}","{}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
642,"140407_iDM2014","EX_meoh_LPAREN_e_RPAREN_",NULL,"meoh_e --> ","","","{}","{-1}","{}","{meoh_e}","{}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
643,"140407_iDM2014","EX_pyr_LPAREN_e_RPAREN_",NULL,"pyr_e --> ","","","{}","{-1}","{}","{pyr_e}","{}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
644,"140407_iDM2014","EX_succ_LPAREN_e_RPAREN_",NULL,"succ_e --> ","","","{}","{-1}","{}","{succ_e}","{}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
645,"140407_iDM2014","5DOAN",NULL,"h2o_c + dad_DASH_5_c --> 5drib_c + ade_c","Cofactor and Prosthetic Group Biosynthesis","b0159","{b0159}","{-1,-1}","{1,1}","{h2o_c,dad_DASH_5_c}","{5drib_c,ade_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
646,"140407_iDM2014","5MTRtpp",NULL,"5mtr_c + h_c --> 5mtr_p + h_p","Transport, Inner Membrane","","{}","{-1,-1}","{1,1}","{5mtr_c,h_c}","{5mtr_p,h_p}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
647,"140407_iDM2014","A5PISO",NULL,"ru5p_DASH_D_c --> ara5p_c","Alternate Carbon Metabolism","(b3197 or b2708)","{b3197,b2708}","{-1}","{1}","{ru5p_DASH_D_c}","{ara5p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
648,"140407_iDM2014","ABTA",NULL,"akg_c + 4abut_c --> sucsal_c + glu_DASH_L_c","Arginine and Proline Metabolism","(b2662 or b1302)","{b2662,b1302}","{-1,-1}","{1,1}","{akg_c,4abut_c}","{sucsal_c,glu_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
649,"140407_iDM2014","ACALD",NULL,"coa_c + nad_c + acald_c --> h_c + accoa_c + nadh_c","Pyruvate Metabolism","(b0351 or b1241)","{b1241,b0351}","{-1,-1,-1}","{1,1,1}","{coa_c,nad_c,acald_c}","{h_c,accoa_c,nadh_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
670,"140407_iDM2014","ALAALAD",NULL,"alaala_c + h2o_c --> 2 ala_DASH_D_c","Murein Recycling","b1488","{b1488}","{-1,-1}","{2}","{alaala_c,h2o_c}","{ala_DASH_D_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
750,"140407_iDM2014","ENO",NULL,"2pg_c --> pep_c + h2o_c","Glycolysis/Gluconeogenesis","b2779","{b2779}","{-1}","{1,1}","{2pg_c}","{pep_c,h2o_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
650,"140407_iDM2014","ACCOAC",NULL,"atp_c + hco3_c + accoa_c --> h_c + pi_c + malcoa_c + adp_c","Membrane Lipid Metabolism","(b0185 and b2316 and b3255 and b3256)","{b3256,b3255,b0185,b2316}","{-1,-1,-1}","{1,1,1,1}","{atp_c,hco3_c,accoa_c}","{h_c,pi_c,malcoa_c,adp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
651,"140407_iDM2014","ACKr",NULL,"ac_c + atp_c --> actp_c + adp_c","Pyruvate Metabolism","(b3115 or b2296 or b1849)","{b1849,b3115,b2296}","{-1,-1}","{1,1}","{ac_c,atp_c}","{actp_c,adp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
652,"140407_iDM2014","ACODA",NULL,"acorn_c + h2o_c --> ac_c + orn_c","Arginine and Proline Metabolism","b3957","{b3957}","{-1,-1}","{1,1}","{acorn_c,h2o_c}","{ac_c,orn_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
653,"140407_iDM2014","ACONTa",NULL,"cit_c --> acon_DASH_C_c + h2o_c","Citric Acid Cycle","(b0118 or b1276)","{b1276,b0118}","{-1}","{1,1}","{cit_c}","{acon_DASH_C_c,h2o_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
654,"140407_iDM2014","ACONTb",NULL,"acon_DASH_C_c + h2o_c --> icit_c","Citric Acid Cycle","(b0118 or b1276)","{b1276,b0118}","{-1,-1}","{1}","{acon_DASH_C_c,h2o_c}","{icit_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
655,"140407_iDM2014","ACOTA",NULL,"acorn_c + akg_c --> acg5sa_c + glu_DASH_L_c","Arginine and Proline Metabolism","(b1748 or b3359)","{b3359,b1748}","{-1,-1}","{1,1}","{acorn_c,akg_c}","{acg5sa_c,glu_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
656,"140407_iDM2014","ACS",NULL,"ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c","Pyruvate Metabolism","b4069","{b4069}","{-1,-1,-1}","{1,1,1}","{ac_c,atp_c,coa_c}","{accoa_c,amp_c,ppi_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
657,"140407_iDM2014","ADA",NULL,"adn_c + h2o_c + h_c --> nh4_c + ins_c","Nucleotide Salvage Pathway","b1623","{b1623}","{-1,-1,-1}","{1,1}","{adn_c,h2o_c,h_c}","{nh4_c,ins_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
658,"140407_iDM2014","ADD",NULL,"h2o_c + h_c + ade_c --> hxan_c + nh4_c","Nucleotide Salvage Pathway","b3665","{b3665}","{-1,-1,-1}","{1,1}","{h2o_c,h_c,ade_c}","{hxan_c,nh4_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
659,"140407_iDM2014","ADK1",NULL,"amp_c + atp_c --> 2 adp_c","Nucleotide Salvage Pathway","b0474","{b0474}","{-1,-1}","{2}","{amp_c,atp_c}","{adp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
660,"140407_iDM2014","ADK3",NULL,"gtp_c + amp_c --> gdp_c + adp_c","Nucleotide Salvage Pathway","b0474","{b0474}","{-1,-1}","{1,1}","{gtp_c,amp_c}","{gdp_c,adp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
661,"140407_iDM2014","ADK4",NULL,"amp_c + itp_c --> adp_c + idp_c","Nucleotide Salvage Pathway","b0474","{b0474}","{-1,-1}","{1,1}","{amp_c,itp_c}","{adp_c,idp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
662,"140407_iDM2014","ADMDC",NULL,"h_c + amet_c --> ametam_c + co2_c","Arginine and Proline Metabolism","b0120","{b0120}","{-1,-1}","{1,1}","{h_c,amet_c}","{ametam_c,co2_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
663,"140407_iDM2014","ADNCYC",NULL,"atp_c --> camp_c + ppi_c","Nucleotide Salvage Pathway","b3806","{b3806}","{-1}","{1,1}","{atp_c}","{camp_c,ppi_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
664,"140407_iDM2014","ADNK1",NULL,"adn_c + atp_c --> h_c + amp_c + adp_c","Nucleotide Salvage Pathway","b0474","{b0474}","{-1,-1}","{1,1,1}","{adn_c,atp_c}","{h_c,amp_c,adp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
665,"140407_iDM2014","ADPT",NULL,"prpp_c + ade_c --> ppi_c + amp_c","Nucleotide Salvage Pathway","b0469","{b0469}","{-1,-1}","{1,1}","{prpp_c,ade_c}","{ppi_c,amp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
666,"140407_iDM2014","ADSK",NULL,"atp_c + aps_c --> paps_c + h_c + adp_c","Cysteine Metabolism","b2750","{b2750}","{-1,-1}","{1,1,1}","{atp_c,aps_c}","{paps_c,h_c,adp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
667,"140407_iDM2014","AGPR",NULL,"nadp_c + pi_c + acg5sa_c --> h_c + acg5p_c + nadph_c","Arginine and Proline Metabolism","b3958","{b3958}","{-1,-1,-1}","{1,1,1}","{nadp_c,pi_c,acg5sa_c}","{h_c,acg5p_c,nadph_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
668,"140407_iDM2014","AHCYSNS",NULL,"h2o_c + ahcys_c --> rhcys_c + ade_c","Methionine Metabolism","b0159","{b0159}","{-1,-1}","{1,1}","{h2o_c,ahcys_c}","{rhcys_c,ade_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
669,"140407_iDM2014","AKGDH",NULL,"coa_c + nad_c + akg_c --> succoa_c + co2_c + nadh_c","Citric Acid Cycle","(b0116 and b0726 and b0727)","{b0116,b0727,b0726}","{-1,-1,-1}","{1,1,1}","{coa_c,nad_c,akg_c}","{succoa_c,co2_c,nadh_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
671,"140407_iDM2014","ALAALAabcpp",NULL,"atp_c + h2o_c + alaala_p --> pi_c + alaala_c + h_c + adp_c","Transport, Inner Membrane","((b1487 and b1486 and b1485 and b1484 and b1483) or (b3544 and b3543 and b3542 and b3541 and b3540))","{b1486,b1487,b3544,b1483,b3543,b3542,b3540,b3541,b1484,b1485}","{-1,-1,-1}","{1,1,1,1}","{atp_c,h2o_c,alaala_p}","{pi_c,alaala_c,h_c,adp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
672,"140407_iDM2014","ALAALAr",NULL,"2 ala_DASH_D_c + atp_c --> pi_c + alaala_c + h_c + adp_c","Cell Envelope Biosynthesis","(b0381 or b0092)","{b0092,b0381}","{-2,-1}","{1,1,1,1}","{ala_DASH_D_c,atp_c}","{pi_c,alaala_c,h_c,adp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
673,"140407_iDM2014","ALAGLUE",NULL,"LalaDglu_c --> LalaLglu_c","Murein Recycling","b1325","{b1325}","{-1}","{1}","{LalaDglu_c}","{LalaLglu_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
674,"140407_iDM2014","ALAR",NULL,"ala_DASH_L_c --> ala_DASH_D_c","Alanine and Aspartate Metabolism","(b1190 or b4053)","{b4053,b1190}","{-1}","{1}","{ala_DASH_L_c}","{ala_DASH_D_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
675,"140407_iDM2014","ALATA_L",NULL,"ala_DASH_L_c + akg_c --> pyr_c + glu_DASH_L_c","Alanine and Aspartate Metabolism","(b2290 or b2379)","{b2379,b2290}","{-1,-1}","{1,1}","{ala_DASH_L_c,akg_c}","{pyr_c,glu_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
676,"140407_iDM2014","ALCD2x",NULL,"etoh_c + nad_c --> h_c + acald_c + nadh_c","Pyruvate Metabolism","(b1478 or b1241 or b0356)","{b1241,b1478,b0356}","{-1,-1}","{1,1,1}","{etoh_c,nad_c}","{h_c,acald_c,nadh_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
677,"140407_iDM2014","AMPN",NULL,"h2o_c + amp_c --> r5p_c + ade_c","Nucleotide Salvage Pathway","b1982","{b1982}","{-1,-1}","{1,1}","{h2o_c,amp_c}","{r5p_c,ade_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
678,"140407_iDM2014","AP4AH",NULL,"ap4a_c + h2o_c --> 2 adp_c + 2 h_c","Nucleotide Salvage Pathway","b0049","{b0049}","{-1,-1}","{2,2}","{ap4a_c,h2o_c}","{adp_c,h_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
679,"140407_iDM2014","AP4AS",NULL,"2 atp_c + h_c --> ap4a_c + ppi_c","Nucleotide Salvage Pathway","b4129","{b4129}","{-2,-1}","{1,1}","{atp_c,h_c}","{ap4a_c,ppi_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
680,"140407_iDM2014","APPLDHr",NULL,"h_c + aact_c + nadh_c --> appl_c + nad_c","Threonine and Lysine Metabolism","b3945","{b3945}","{-1,-1,-1}","{1,1}","{h_c,aact_c,nadh_c}","{appl_c,nad_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
681,"140407_iDM2014","ARGSL",NULL,"argsuc_c --> arg_DASH_L_c + fum_c","Arginine and Proline Metabolism","b3960","{b3960}","{-1}","{1,1}","{argsuc_c}","{arg_DASH_L_c,fum_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
682,"140407_iDM2014","ARGSS",NULL,"atp_c + asp_DASH_L_c + citr_DASH_L_c --> argsuc_c + h_c + amp_c + ppi_c","Arginine and Proline Metabolism","b3172","{b3172}","{-1,-1,-1}","{1,1,1,1}","{atp_c,asp_DASH_L_c,citr_DASH_L_c}","{argsuc_c,h_c,amp_c,ppi_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
683,"140407_iDM2014","ASAD",NULL,"pi_c + nadp_c + aspsa_c --> h_c + nadph_c + 4pasp_c","Threonine and Lysine Metabolism","b3433","{b3433}","{-1,-1,-1}","{1,1,1}","{pi_c,nadp_c,aspsa_c}","{h_c,nadph_c,4pasp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
684,"140407_iDM2014","ASNN",NULL,"h2o_c + asn_DASH_L_c --> nh4_c + asp_DASH_L_c","Alanine and Aspartate Metabolism","(b1767 or b0828)","{b0828,b1767}","{-1,-1}","{1,1}","{h2o_c,asn_DASH_L_c}","{nh4_c,asp_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
685,"140407_iDM2014","ASNS1",NULL,"h2o_c + gln_DASH_L_c + asp_DASH_L_c + atp_c --> glu_DASH_L_c + ppi_c + h_c + amp_c + asn_DASH_L_c","Alanine and Aspartate Metabolism","b0674","{b0674}","{-1,-1,-1,-1}","{1,1,1,1,1}","{h2o_c,gln_DASH_L_c,asp_DASH_L_c,atp_c}","{glu_DASH_L_c,ppi_c,h_c,amp_c,asn_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
686,"140407_iDM2014","ASNS2",NULL,"atp_c + nh4_c + asp_DASH_L_c --> ppi_c + h_c + amp_c + asn_DASH_L_c","Alanine and Aspartate Metabolism","b3744","{b3744}","{-1,-1,-1}","{1,1,1,1}","{atp_c,nh4_c,asp_DASH_L_c}","{ppi_c,h_c,amp_c,asn_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
687,"140407_iDM2014","ASPK",NULL,"atp_c + asp_DASH_L_c --> 4pasp_c + adp_c","Threonine and Lysine Metabolism","(b0002 or b3940 or b4024)","{b3940,b0002,b4024}","{-1,-1}","{1,1}","{atp_c,asp_DASH_L_c}","{4pasp_c,adp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
688,"140407_iDM2014","ASPT",NULL,"asp_DASH_L_c --> fum_c + nh4_c","Alanine and Aspartate Metabolism","b4139","{b4139}","{-1}","{1,1}","{asp_DASH_L_c}","{fum_c,nh4_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
689,"140407_iDM2014","ASPTA",NULL,"akg_c + asp_DASH_L_c --> oaa_c + glu_DASH_L_c","Alanine and Aspartate Metabolism","b0928","{b0928}","{-1,-1}","{1,1}","{akg_c,asp_DASH_L_c}","{oaa_c,glu_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
690,"140407_iDM2014","ATHRDHr",NULL,"nadp_c + athr_DASH_L_c --> h_c + nadph_c + 2aobut_c","Threonine and Lysine Metabolism","b1539","{b1539}","{-1,-1}","{1,1,1}","{nadp_c,athr_DASH_L_c}","{h_c,nadph_c,2aobut_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
691,"140407_iDM2014","ATPHs",NULL,"atp_c + h2o_c + h_c --> nh4_c + itp_c","Nucleotide Salvage Pathway","s0001","{s0001}","{-1,-1,-1}","{1,1}","{atp_c,h2o_c,h_c}","{nh4_c,itp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
692,"140407_iDM2014","ATPM",NULL,"atp_c + h2o_c --> pi_c + h_c + adp_c","Unassigned","","{}","{-1,-1}","{1,1,1}","{atp_c,h2o_c}","{pi_c,h_c,adp_c}","3.15","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
693,"140407_iDM2014","ATPS4rpp",NULL,"pi_c + 4 h_p + adp_c --> 3 h_c + atp_c + h2o_c","Oxidative Phosphorylation","(((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735) and b3739) or ((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735)))","{b3733,b3735,b3738,b3739,b3734,b3737,b3731,b3736,b3732}","{-1,-4,-1}","{3,1,1}","{pi_c,h_p,adp_c}","{h_c,atp_c,h2o_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
694,"140407_iDM2014","BPNT",NULL,"pap_c + h2o_c --> pi_c + amp_c","Cysteine Metabolism","b4214","{b4214}","{-1,-1}","{1,1}","{pap_c,h2o_c}","{pi_c,amp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
695,"140407_iDM2014","CA2tex",NULL,"ca2_e --> ca2_p","Transport, Outer Membrane Porin","(b0241 or b0929 or b1377 or b2215)","{b1377,b0241,b0929,b2215}","{-1}","{1}","{ca2_e}","{ca2_p}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
696,"140407_iDM2014","CBL1abcpp",NULL,"cbl1_p + atp_c + h2o_c --> h_c + pi_c + adp_c + cbl1_c","Transport, Inner Membrane","(b1711 and b1709 and b0158)","{b1711,b0158,b1709}","{-1,-1,-1}","{1,1,1,1}","{cbl1_p,atp_c,h2o_c}","{h_c,pi_c,adp_c,cbl1_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
