"id","mapping_id","met_id","met_elements","met_atompositions","met_symmetry_elements","met_symmetry_atompositions","used_","comment_","met_mapping","base_met_ids","base_met_elements","base_met_atompositions","base_met_symmetry_elements","base_met_symmetry_atompositions","base_met_indices"
597,"full02","2mcacn_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
598,"full02","micit_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
600,"full02","man_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
601,"full02","man6p_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
602,"full02","hpyr_c","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
603,"full02","hxan_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
604,"full02","23ddhb_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
605,"full02","ins_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
606,"full02","rib_DASH_D_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
607,"full02","r1p_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
608,"full02","lald_DASH_L_c","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
609,"full02","lald_DASH_D_c","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
611,"full02","12ppd_DASH_S_c","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
612,"full02","s7p_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
613,"full02","mnl1p_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
614,"full02","malt_c","{C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
615,"full02","acmalt_c","{C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
616,"full02","mana_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
617,"full02","2mcit_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
618,"full02","mmcoa_DASH_S_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
619,"full02","mmcoa_DASH_S_c","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
620,"full02","pyr_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
621,"full02","nmn_c","{C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
622,"full02","ncam_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
623,"full02","nac_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
626,"full02","dcyt_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
627,"full02","dgmp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
628,"full02","dgsn_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
629,"full02","duri_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
630,"full02","xmp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
631,"full02","xtsn_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
632,"full02","dimp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
633,"full02","din_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
634,"full02","ump_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
635,"full02","uri_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
636,"full02","thymd_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
637,"full02","damp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
638,"full02","ditp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
639,"full02","didp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
640,"full02","xtp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
641,"full02","xdp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
642,"full02","dctp_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
643,"full02","man1p_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
644,"full02","ppap_c","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645,"full02","2dr1p_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
646,"full02","2dr5p_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
647,"full02","xan_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
648,"full02","ura_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
649,"full02","r15bp_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
650,"full02","ru5p_DASH_L_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
651,"full02","xu5p_DASH_D_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
652,"full02","rmn_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
653,"full02","rml_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
654,"full02","dadp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
655,"full02","dgdp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
658,"full02","xyl_DASH_D_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
659,"full02","xylu_DASH_D_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
660,"full02","dudp_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
661,"full02","dutp_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
662,"full02","sbt6p_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
663,"full02","thr_DASH_L_p","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
664,"full02","tre6p_c","{C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
665,"full02","tre_c","{C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
666,"full02","udpgal_c","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
668,"full02","co2_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
669,"full02","skm5p_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
671,"full02","pyr_p","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
672,"full02","acon_DASH_C_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
673,"full02","sl26da_c","{C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
674,"full02","skm_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
675,"full02","asp_DASH_L_p","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
677,"full02","4adcho_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
678,"full02","4abz_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
679,"full02","dhpt_c","{C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
680,"full02","dhf_c","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
681,"full02","dhnpt_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
682,"full02","6hmhpt_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
683,"full02","gcald_c","{C,C}","{0,1}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
684,"full02","6hmhptpp_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
685,"full02","dhpmp_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
686,"full02","ahdt_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
687,"full02","indole_c","{C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
688,"full02","cbasp_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
689,"full02","dhorS_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
690,"full02","orot_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
691,"full02","orot5p_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
670,"full02","phpyr_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,8,7,6,5,4}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
694,"full02","glu_DASH_L_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
695,"full02","dmlz_c","{C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
696,"full02","ribflv","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
698,"full02","glu_DASH_L_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
699,"full02","co2_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
317,"central03","34hpp_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,8,7,6,5,4}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
676,"full02","succ_p","{C,C,C,C}","{0,1,2,3}","{C,C,C,C}","{3,2,1,0}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
667,"full02","34hpp_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,8,7,6,5,4}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
481,"full02","dha_c","{C,C,C}","{0,1,2}","{C,C,C}","{2,1,0}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,"central03","fum_c","{C,C,C,C}","{0,1,2,3}","{C,C,C,C}","{3,2,1,0}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
487,"full02","fum_p","{C,C,C,C}","{0,1,2,3}","{C,C,C,C}","{3,2,1,0}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137,"central03","fum_p","{C,C,C,C}","{0,1,2,3}","{C,C,C,C}","{3,2,1,0}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
351,"full02","fum_e","{C,C,C,C}","{0,1,2,3}","{C,C,C,C}","{3,2,1,0}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
392,"full02","fum_c","{C,C,C,C}","{0,1,2,3}","{C,C,C,C}","{3,2,1,0}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
316,"central03","phpyr_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,8,7,6,5,4}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,"central03","succ_e","{C,C,C,C}","{0,1,2,3}","{C,C,C,C}","{3,2,1,0}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
469,"full02","succ_e","{C,C,C,C}","{0,1,2,3}","{C,C,C,C}","{3,2,1,0}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
418,"full02","succ_c","{C,C,C,C}","{0,1,2,3}","{C,C,C,C}","{3,2,1,0}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136,"central03","succ_c","{C,C,C,C}","{0,1,2,3}","{C,C,C,C}","{3,2,1,0}",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,"central03","dhap_c","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,"full02","dhap_c","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
701,"full03","co_e","{C}","{0}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
702,"full03","gln_DASH_L_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
703,"full03","etoh_c","{C,C}","{0,1}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
704,"full03","etoh_p","{C,C}","{0,1}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
705,"full03","adp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
706,"full03","atp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
707,"full03","acg5sa_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
708,"full03","glu_DASH_L_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
709,"full03","acorn_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1098,"full04","co2_c","{C}","{0}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,"central03","26dap_DASH_LL_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451,"full02","26dap_DASH_LL_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,"central03","26dap_DASH_M_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
710,"full03","akg_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
711,"full03","ac_e","{C,C}","{0,1}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
712,"full03","ac_p","{C,C}","{0,1}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
713,"full03","ac_c","{C,C}","{0,1}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
714,"full03","imp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
715,"full03","gmp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
716,"full03","mlthf_c","{C}","{0}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
717,"full03","5mthf_c","{C}","{0}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
718,"full03","4abut_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
719,"full03","sucsal_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
720,"full03","actp_c","{C,C}","{0,1}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
721,"full03","orn_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
814,"full03","ru5p_DASH_D_c","{C,C,C,C,C}","{0,1,2,3,4}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
722,"full03","coa_c","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
723,"full03","accoa_c","{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
725,"full03","co2_e","{C}","{0}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
726,"full03","acald_c","{C,C}","{0,1}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
727,"full03","amp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
728,"full03","gtp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
729,"full03","gdp_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
730,"full03","oaa_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
731,"full03","asp_DASH_L_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
732,"full03","acg5p_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
733,"full03","ala_DASH_L_c","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
734,"full03","ala_DASH_D_c","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
735,"full03","pyr_c","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
736,"full03","citr_DASH_L_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
737,"full03","argsuc_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
738,"full03","aspsa_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
739,"full03","4pasp_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
740,"full03","asn_DASH_L_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
741,"full03","arg_DASH_L_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
742,"full03","hco3_c","{C}","{0}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
743,"full03","cbp_c","{C}","{0}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
744,"full03","chor_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
745,"full03","pphn_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
